u0,lastpont,LSE
"[0.3560606060606061, 0.9, 0.7272727272727273, 0.8282828282828283, 4.141414141414142e-5]","[0.1786720840565834, 0.3849973215096797, 0.02121382707836029, 0.024771979233708174, 1.0912020703953389e-18]","[-0.00014648956462392886, -0.19426448804168708, -0.4202720883406318, -0.8757296529005332, -Inf]"
"[0.6222222222222222, 0.8090909090909091, 0.5959595959595959, 0.8585858585858586, 2.2222222222222223e-5]","[0.171948052448355, 0.3930203927268402, 0.01588752291394508, 0.024280594487664803, 5.592816822003945e-19]","[-0.00013172953086750618, -0.19424347095734823, -0.42028865733306153, -0.8757505889780589, -Inf]"
"[0.9914141414141414, 0.6181818181818182, 0.3434343434343434, 0.16161616161616163, 7.474747474747475e-5]","[0.15616931785432897, 0.44284482486031257, 0.003636886017906733, 0.02856204638789848, 1.165584301417267e-19]","[-0.00016044280493309731, -0.19411243811773485, -0.42032492940258576, -0.8758164510311186, -Inf]"
"[0.7166666666666667, 0.7454545454545455, 1.0, 0.37373737373737376, 8.787878787878787e-5]","[0.16552328502651395, 0.40448496560539965, 0.010923178843830405, 0.024448917399676334, 2.952967223378778e-19]","[-0.00012407052954722836, -0.1942130681827324, -0.42030473722211587, -0.8757737465217009, -Inf]"
"[0.8196969696969697, 0.9818181818181818, 0.6060606060606061, 0.1717171717171717, 4.242424242424242e-5]","[0.2469616102713821, 0.36171514499248136, 0.08627946888727266, 0.04492989214023762, 9.634151742679661e-16]","[-0.00036780933762661647, -0.19430892145330253, -0.4201585265778087, -0.8755525972929151, -Inf]"
"[0.8626262626262626, 0.44545454545454544, 0.6464646464646465, 0.9393939393939394, 2.5252525252525253e-5]","[0.15658327542140935, 0.43949348584773984, 0.003981858726944751, 0.028058023336833163, 1.2144946905124898e-19]","[-0.00015482345641571778, -0.1941210571265314, -0.42032433278963727, -0.8758143648255626, -Inf]"
"[0.24444444444444444, 0.6090909090909091, 0.35353535353535354, 0.25252525252525254, 1.717171717171717e-5]","[0.6795167490152895, 0.5162503715744339, 0.6227982545060385, 0.35544260496839436, 9.99999981811916e-5]","[-0.00036664954461531176, -0.19518893872202234, -0.42022435341321684, -0.8742559360590003, -Inf]"
"[0.7252525252525253, 0.8090909090909091, 0.2828282828282828, 0.1414141414141414, 8.080808080808081e-5]","[0.5275020439099398, 0.4291995431819948, 0.4387263186765186, 0.242072839156121, 9.277143529772524e-5]","[-0.0005394278787787642, -0.19507977949271874, -0.42016594869474766, -0.8744367852231545, -Inf]"
"[0.30454545454545456, 0.990909090909091, 0.12121212121212122, 0.8888888888888888, 6.0606060606060605e-5]","[0.2826395861775853, 0.36226715212545074, 0.12776868442719186, 0.06434855713156185, 3.327870759000041e-14]","[-0.0005560808431513703, -0.19424377087291217, -0.42013492228489707, -0.8754377877479216, -Inf]"
"[0.4590909090909091, 0.7090909090909091, 0.7676767676767676, 0.32323232323232326, 2.8282828282828282e-5]","[0.18218967664172717, 0.3817622862932574, 0.024066495865244054, 0.02520000208039755, 1.5479094624462537e-18]","[-0.00015555810479939847, -0.19427283698661174, -0.42026370585332873, -0.8757195978081912, -Inf]"
"[0.5621212121212121, 0.8090909090909091, 0.24242424242424243, 0.7777777777777778, 4.848484848484849e-5]","[0.2694026972562608, 0.36156914102295235, 0.11189575137949441, 0.05646237238242882, 8.941176911942073e-15]","[-0.00047217459729940737, -0.19428127474506518, -0.42014158280486746, -0.8754833556594854, -Inf]"
"[0.5878787878787879, 0.4090909090909091, 0.5555555555555556, 0.41414141414141414, 9.191919191919192e-5]","[0.15548536962028464, 0.44946188222810174, 0.0030471736248062907, 0.029622375335061554, 1.0890795497347183e-19]","[-0.00017247065404919526, -0.19409554295349482, -0.42032574820221097, -0.8758197959598059, -Inf]"
"[0.7767676767676768, 0.7727272727272727, 0.48484848484848486, 0.43434343434343436, 7.878787878787879e-5]","[0.19876047732729674, 0.37155530588891905, 0.038202058006420084, 0.028287176237051476, 8.0332121926897e-18]","[-0.00020364144769832694, -0.19429822656221177, -0.4202277677872021, -0.8756766541112143, -Inf]"
"[0.5621212121212121, 0.4090909090909091, 1.0, 0.010101010101010102, 7.272727272727273e-5]","[0.15429528114030036, 0.5202877006880462, 0.0005275749056536833, 0.045952330231821575, 9.695525222727224e-20]","[-0.00034607503267258994, -0.19392576729549724, -0.4203244782476067, -0.8758047311071687, -Inf]"
"[0.31313131313131315, 0.6636363636363637, 0.050505050505050504, 1.0, 8.08080808080808e-6]","[0.23310809370952706, 0.3628668212705134, 0.07142334881474838, 0.039018803695401116, 2.4347553194177637e-16]","[-0.0003157398076081681, -0.1943135413459615, -0.42017336823998425, -0.875590789813308, -Inf]"
"[0.751010101010101, 0.2, 0.16161616161616163, 0.9292929292929293, 9.292929292929293e-5]","[0.1590749755375321, 0.42488304489017953, 0.005968845452616775, 0.026144221112025245, 1.5556187032114189e-19]","[-0.0001348345845475972, -0.19415908216743127, -0.420319765695098, -0.8758019122688072, -Inf]"
"[0.3303030303030303, 0.8909090909090909, 0.47474747474747475, 0.42424242424242425, 6.060606060606061e-6]","[0.5662009879179583, 0.44674520843754023, 0.4853652049741391, 0.2687085525266393, 9.98386788550775e-5]","[-0.0005184669269412151, -0.19514629653456156, -0.42019164050847824, -0.8743298783929041, -Inf]"
"[0.36464646464646466, 0.6272727272727273, 0.5656565656565656, 0.797979797979798, 9.393939393939393e-5]","[0.18496275418811778, 0.37954818645050425, 0.026350262540354615, 0.02560225953825978, 2.0391103503440437e-18]","[-0.00016310882033679496, -0.1942784901280559, -0.4202572686466356, -0.8757119868521418, -Inf]"
"[0.32171717171717173, 0.4818181818181818, 0.46464646464646464, 0.5353535353535354, 3.232323232323232e-5]","[0.20657484305489865, 0.3685405689775522, 0.04529112883230492, 0.030241293811002396, 1.74599339000969e-17]","[-0.0002278453168020215, -0.19430513517779477, -0.4202130246907743, -0.8756575109351471, -Inf]"
"[0.8196969696969697, 0.7545454545454545, 0.10101010101010101, 0.7474747474747475, 4.848484848484849e-5]","[0.20997116190842588, 0.3674688205095939, 0.04845888014533852, 0.031180990750145285, 2.4465865918586004e-17]","[-0.00023856733023886877, -0.1943074303648252, -0.4202070630261091, -0.8756492179419706, -Inf]"
"[0.2873737373737374, 0.17272727272727273, 0.2222222222222222, 0.16161616161616163, 7.777777777777778e-5]","[0.15390570224554148, 0.5028824941100121, 0.0007902667321414687, 0.04109239294704482, 9.320778830095794e-20]","[-0.00029878721906484185, -0.19396554772711125, -0.42032490342110684, -0.8758156455491817, -Inf]"
"[0.8111111111111111, 0.4090909090909091, 0.9090909090909091, 0.9191919191919192, 2.02020202020202e-6]","[0.15536082666259865, 0.4508636625268357, 0.00293601943176756, 0.02985777620867583, 1.0757041381038165e-19]","[-0.00017516437950649102, -0.19409198522001003, -0.42032586917536774, -0.8758203774585595, -Inf]"
"[0.4161616161616162, 0.3181818181818182, 0.36363636363636365, 0.45454545454545453, 4.3434343434343435e-5]","[0.1569014023307594, 0.43716281905315835, 0.0042427515909068785, 0.02772109262292625, 1.253479644359361e-19]","[-0.00015112120883260867, -0.19412707500196494, -0.4203238334696276, -0.875812752014345, -Inf]"
"[0.6565656565656566, 0.15454545454545454, 0.13131313131313133, 0.3434343434343434, 5.7575757575757575e-5]","[0.1541562906537049, 0.47183539662387436, 0.001703465967627354, 0.03380784397238671, 9.54716065601347e-20]","[-0.0002203793768390864, -0.19403968440644404, -0.42032622882679105, -0.8758242272004567, -Inf]"
"[0.15858585858585858, 0.509090909090909, 0.47474747474747475, 0.898989898989899, 5.858585858585859e-5]","[0.21430667519754312, 0.3662757299830832, 0.05257901765303605, 0.03245888190726119, 3.7634076332459304e-17]","[-0.00025243626510690483, -0.1943098094362406, -0.42019984085597456, -0.8756385877067662, -Inf]"
"[0.5621212121212121, 0.9363636363636364, 0.30303030303030304, 0.5959595959595959, 1.616161616161616e-5]","[0.4566762286983958, 0.4021295711966519, 0.35138646903368875, 0.1929699206761392, 1.0994215215463907e-6]","[-0.000553890366302673, -0.19489372166769373, -0.4201337242963049, -0.8746947970891917, -Inf]"
"[0.44191919191919193, 0.7, 0.050505050505050504, 0.20202020202020202, 6.060606060606061e-6]","[0.6293445435974971, 0.8429181283608359, 0.16132978602992162, 0.7253709655676247, 9.999977462095928e-5]","[4.03556084260644e-5, -0.19438876702053226, -0.4194516529163556, -0.8758305024187095, -Inf]"
"[0.6136363636363636, 0.509090909090909, 0.25252525252525254, 0.8181818181818182, 9.898989898989899e-5]","[0.1805348759619746, 0.3832187326566373, 0.02271846957101468, 0.024986399456548836, 1.3131541592387303e-18]","[-0.00015120995250462885, -0.19426908990590902, -0.42026762047753696, -0.8757242661243988, -Inf]"
"[0.6823232323232323, 0.2, 0.15151515151515152, 0.25252525252525254, 4.141414141414142e-5]","[0.15389005444832485, 0.4837648091221539, 0.0012610228996871474, 0.0364034465477485, 9.300660867413685e-20]","[-0.0002492841421791909, -0.19401072660180468, -0.4203257710080511, -0.8758227561799964, -Inf]"
"[0.3474747474747475, 0.7090909090909091, 0.30303030303030304, 0.6868686868686869, 6.96969696969697e-5]","[0.4177862494994087, 0.38966280599502007, 0.3019187355393926, 0.1647510261541692, 2.294132507413192e-8]","[-0.0005599844759495734, -0.19475730747791503, -0.4201256950862157, -0.8748584460223638, -Inf]"
"[0.9313131313131313, 0.3, 0.5656565656565656, 0.1414141414141414, 2.8282828282828282e-5]","[0.15390427905360068, 0.5027711878526517, 0.000792371224420865, 0.04106316496151545, 9.319423332022182e-20]","[-0.0002984903731028818, -0.19396580632093843, -0.42032490772425546, -0.875815702446887, -Inf]"
"[0.5363636363636364, 0.3, 0.9393939393939394, 0.8484848484848485, 4.545454545454545e-5]","[0.15502804018548771, 0.45503076557769495, 0.0026305707312703017, 0.030579233858398034, 1.0407758499525032e-19]","[-0.00018344627014684452, -0.19408145409250097, -0.42032613768030697, -0.8758218537205323, -Inf]"
"[0.6994949494949495, 0.6272727272727273, 0.5656565656565656, 0.4444444444444444, 1.313131313131313e-5]","[0.1700410592939883, 0.3959144671244097, 0.014403584972347585, 0.0242459934173799, 4.627025222542074e-19]","[-0.00012852992728409183, -0.1942358201653212, -0.4202934384239235, -0.8757570721615457, -Inf]"
"[0.751010101010101, 0.5636363636363636, 0.9191919191919192, 0.3434343434343434, 1.2121212121212122e-5]","[0.15528401009098455, 0.4517672287148633, 0.002866689809202642, 0.03001146965142289, 1.0675374386054299e-19]","[-0.00017692593182224694, -0.19408969598321835, -0.4203259385861513, -0.8758207293973355, -Inf]"
"[0.4505050505050505, 0.8090909090909091, 0.2727272727272727, 0.6767676767676768, 7.474747474747475e-5]","[0.4269154711484722, 0.392440059746008, 0.3136296903035383, 0.1714879335497727, 5.6999908909028604e-8]","[-0.0005577630628611222, -0.19479186716058047, -0.4201270828298285, -0.8748190152301155, -Inf]"
"[0.647979797979798, 0.2545454545454545, 0.8686868686868687, 0.20202020202020202, 1.616161616161616e-5]","[0.15389115557317795, 0.5016858051507802, 0.0008132234132593542, 0.04077935834281233, 9.30691645892124e-20]","[-0.00029560018970546214, -0.1939683307098366, -0.42032495048474394, -0.8758162482332654, -Inf]"
"[0.8454545454545455, 0.6909090909090909, 0.696969696969697, 0.21212121212121213, 8.787878787878787e-5]","[0.16057203184221552, 0.4186900424972024, 0.007128520676876297, 0.025490283162344102, 1.8051675461777185e-19]","[-0.00012905854732876313, -0.1941753916554281, -0.4203165357183408, -0.8757948235059353, -Inf]"
"[0.25303030303030305, 0.5636363636363636, 0.1919191919191919, 0.6767676767676768, 4.4444444444444447e-5]","[0.5206983269970727, 0.42633480818095404, 0.430467531749619, 0.23741393332627367, 8.668774432921227e-5]","[-0.000541941849579294, -0.1950653752119781, -0.4201618224719528, -0.8744585645945507, -Inf]"
"[0.24444444444444444, 0.6, 0.8787878787878788, 0.45454545454545453, 4.0404040404040405e-5]","[0.1695801942878302, 0.3966683105885123, 0.014046466820426559, 0.024246679831250843, 4.41982662947665e-19]","[-0.00012785120544966445, -0.19423382348628723, -0.42029459559498805, -0.8757586835765127, -Inf]"
"[0.9313131313131313, 0.8272727272727273, 0.8080808080808081, 0.6161616161616161, 6.666666666666667e-5]","[0.16642484287828357, 0.4025347815744033, 0.011614646366596624, 0.02436844968149159, 3.229838588572213e-19]","[-0.00012450102131924317, -0.19421825164167988, -0.4203024985660314, -0.8757702503918885, -Inf]"
"[0.9656565656565657, 0.9272727272727272, 0.7070707070707071, 0.13131313131313133, 3.535353535353535e-5]","[0.20459207363699033, 0.36922831628864455, 0.04346611371601225, 0.029717798835475134, 1.4338400180185627e-17]","[-0.00022164157913612937, -0.19430360768130692, -0.42021662968119267, -0.8756623511358896, -Inf]"
"[0.8282828282828283, 0.5545454545454546, 0.8686868686868687, 0.5555555555555556, 5.858585858585859e-5]","[0.15657178193135207, 0.43958136414297955, 0.0039723707984921745, 0.02807094793998461, 1.2131092426266042e-19]","[-0.00015496643535725888, -0.19412083060002375, -0.4203243502056383, -0.8758144230082147, -Inf]"
"[0.48484848484848486, 0.8636363636363636, 0.08080808080808081, 0.06060606060606061, 2.0202020202020203e-5]","[0.3956168859864136, 0.8409815500804255, 0.028354873126608428, 0.48245375473452684, 3.1040933376712928e-9]","[-0.000639197946064155, -0.1940455515275309, -0.4197616660547121, -0.8755455318110522, -Inf]"
"[0.38181818181818183, 0.37272727272727274, 0.36363636363636365, 0.04040404040404041, 3.3333333333333335e-5]","[0.154024243211122, 0.5099279557826708, 0.0006690095484439437, 0.042989694502081295, 9.433736482547354e-20]","[-0.0003177364754417001, -0.19394928695689095, -0.42032466688536335, -0.8758117009560378, -Inf]"
"[0.8454545454545455, 0.9090909090909091, 0.35353535353535354, 0.5555555555555556, 5.858585858585859e-5]","[0.2145786470419279, 0.3662068889429005, 0.05284032936708325, 0.032541965763557085, 3.866453299496445e-17]","[-0.00025331347855613127, -0.19430993899822618, -0.4201994021785516, -0.8756379180870696, -Inf]"
"[0.44191919191919193, 0.36363636363636365, 0.7373737373737373, 0.6565656565656566, 8.181818181818182e-5]","[0.15627401416728198, 0.44195876635427517, 0.0037248135986590928, 0.028426582654877477, 1.1777641540029852e-19]","[-0.00015892442462069335, -0.1941147129033383, -0.42032478475268215, -0.8758159257418471, -Inf]"
"[0.8368686868686869, 0.4636363636363636, 0.6363636363636364, 0.06060606060606061, 1.1111111111111112e-5]","[0.1538943891989409, 0.5019640714242853, 0.0008078197770958554, 0.04085191149475648, 9.309999697573202e-20]","[-0.0002963403864816878, -0.19396768303999423, -0.4203249393863595, -0.87581610987401, -Inf]"
"[0.7424242424242424, 0.4909090909090909, 0.6060606060606061, 0.9696969696969697, 8.181818181818182e-5]","[0.15811467761777107, 0.4296841166020723, 0.005215208419451247, 0.02671918257859172, 1.4140424301936679e-19]","[-0.00014050584375309988, -0.1941465111032839, -0.42032167909818996, -0.875806636559572, -Inf]"
"[0.9227272727272727, 0.9363636363636364, 0.29292929292929293, 0.6666666666666666, 9.09090909090909e-5]","[0.19837852168862205, 0.3717253247700406, 0.03786264402051083, 0.028199257341172953, 7.734071327496036e-18]","[-0.0002024761983282807, -0.19429782361807924, -0.4202285252218721, -0.8756775975224453, -Inf]"
"[0.5191919191919192, 0.45454545454545453, 0.40404040404040403, 0.46464646464646464, 3.131313131313131e-5]","[0.16460945875909117, 0.4066174394920031, 0.010223257116231595, 0.024556685249517218, 2.69654220435079e-19]","[-0.0001239473347117262, -0.1942073998699554, -0.4203069891104096, -0.8757773879284909, -Inf]"
"[0.7595959595959596, 0.24545454545454545, 0.9595959595959596, 0.3838383838383838, 6.161616161616162e-5]","[0.15389968162404583, 0.4830233859446371, 0.0012845719592964847, 0.03623480432388018, 9.309374199335729e-20]","[-0.0002474358013958726, -0.1940125093456565, -0.4203258049097001, -0.8758229178547564, -Inf]"
"[0.6823232323232323, 0.7727272727272727, 0.494949494949495, 0.010101010101010102, 5.3535353535353534e-5]","[0.24784377998016494, 0.3616725218725886, 0.08725170235411085, 0.04533769934116848, 1.0515990749130823e-15]","[-0.00037136085887904525, -0.19430837121518693, -0.42015770370908356, -0.8755500564602507, -Inf]"
"[0.4590909090909091, 0.7363636363636363, 0.98989898989899, 0.0, 5.3535353535353534e-5]","[0.1592169338527066, 0.4242358572190574, 0.006079463282933745, 0.026071093591596515, 1.577719331802679e-19]","[-0.00013414604707837633, -0.19416078188010755, -0.42031947088251775, -0.8758012251657487, -Inf]"
"[0.896969696969697, 0.8090909090909091, 0.7575757575757576, 0.37373737373737376, 8.181818181818182e-5]","[0.174224983942553, 0.38997105607727717, 0.017673803690069025, 0.02438991520698653, 7.013393848508959e-19]","[-0.00013622320600080058, -0.19425149921286494, -0.4202829829667226, -0.875743196836274, -Inf]"
"[0.2787878787878788, 0.9363636363636364, 0.6161616161616161, 0.8585858585858586, 6.060606060606061e-6]","[0.20352887659482238, 0.3696174267646555, 0.042494882301039205, 0.02944477205929404, 1.2901199747186822e-17]","[-0.0002183320124826093, -0.19430272847087188, -0.4202186007269696, -0.8756649489888412, -Inf]"
"[0.2702020202020202, 0.5545454545454546, 0.98989898989899, 0.6666666666666666, 8.181818181818182e-5]","[0.162275750475306, 0.41295655510953216, 0.00843692079842635, 0.024984453896417343, 2.1382618910103105e-19]","[-0.00012550193809518213, -0.19419056693215891, -0.4203126145165354, -0.8757871795006434, -Inf]"
"[0.8282828282828283, 0.7909090909090909, 0.6767676767676768, 0.2828282828282828, 3.535353535353535e-5]","[0.18346864470070534, 0.38070804726896007, 0.02511588447204983, 0.02537891066532676, 1.757724810188988e-18]","[-0.00015900334123084453, -0.1942755357229207, -0.4202607173384084, -0.8757160568916336, -Inf]"
"[0.9313131313131313, 0.32727272727272727, 0.797979797979798, 0.7777777777777778, 9.292929292929293e-5]","[0.15512365431149067, 0.45376208394107864, 0.0027197807622320923, 0.030356176925143998, 1.050691517606815e-19]","[-0.00018088277903021023, -0.1940846531380458, -0.4203260694815595, -0.8758214437222293, -Inf]"
"[0.24444444444444444, 0.7727272727272727, 0.31313131313131315, 0.9595959595959596, 3.3333333333333335e-5]","[0.241453711288047, 0.36206015749953596, 0.08027888481563654, 0.042468869270961995, 5.576008971943235e-16]","[-0.00034634036859786804, -0.19431161821290502, -0.42016398637340024, -0.8755681542551553, -Inf]"
"[0.8712121212121212, 0.990909090909091, 0.8484848484848485, 0.3434343434343434, 3.434343434343434e-5]","[0.1820592895685404, 0.38187314379367315, 0.023959884727707863, 0.02518242444187737, 1.5279792359000379e-18]","[-0.00015521080530778332, -0.19427255251505013, -0.4202640123649218, -0.8757199619610148, -Inf]"
"[0.4676767676767677, 0.3181818181818182, 0.3939393939393939, 0.8181818181818182, 2.0202020202020203e-5]","[0.16198832487206177, 0.41384660277243634, 0.00821665354468163, 0.025056096457233275, 2.078037047089184e-19]","[-0.0001259293907128652, -0.19418820731822237, -0.42031328980259935, -0.8757884383174722, -Inf]"
"[0.9141414141414141, 0.6545454545454545, 0.050505050505050504, 0.29292929292929293, 1.1111111111111112e-5]","[0.18932777947287188, 0.376544211752247, 0.030010082489777448, 0.026336253304970726, 3.1465555542954576e-18]","[-0.00017550298880334678, -0.1942860566918109, -0.42024746821468867, -0.8757004401053549, -Inf]"
"[0.6222222222222222, 0.5, 0.1414141414141414, 0.797979797979798, 2.5252525252525253e-5]","[0.19274417668027616, 0.3745301385939977, 0.03293169614023529, 0.026988304662325623, 4.418498470572719e-18]","[-0.00018552141821719188, -0.19429104339882322, -0.42024009514770877, -0.8756916823618844, -Inf]"
"[0.4161616161616162, 0.34545454545454546, 0.9393939393939394, 0.6161616161616161, 5.050505050505051e-6]","[0.15492370060043023, 0.4564933611623717, 0.0025316038856169395, 0.030840052618719558, 1.0300641728718199e-19]","[-0.00018644536905642752, -0.19407777392719394, -0.4203262027878724, -0.8758222842726624, -Inf]"
"[0.6565656565656566, 0.5454545454545454, 0.31313131313131315, 0.8686868686868687, 4.7474747474747476e-5]","[0.173508339813915, 0.3908883306830799, 0.017109787849247445, 0.024348337497700736, 6.531158246726183e-19]","[-0.0001347410843562702, -0.19424908847068514, -0.4202847634660587, -0.8757454858279916, -Inf]"
"[0.5878787878787879, 0.7636363636363637, 0.8686868686868687, 0.5757575757575758, 2.4242424242424244e-5]","[0.16885851999403792, 0.3978964027682529, 0.013488333974863672, 0.024255657343633708, 4.113852982424119e-19]","[-0.0001268736905225833, -0.1942305679965935, -0.4202964075582175, -0.8757612444979634, -Inf]"
"[0.8282828282828283, 0.7454545454545455, 0.41414141414141414, 0.7777777777777778, 7.575757575757576e-5]","[0.17530204495253132, 0.3886586842749237, 0.018524727791016615, 0.02446369726664688, 7.805938460845665e-19]","[-0.00013855261309838506, -0.1942549409905549, -0.4202803184169639, -0.8757398166530591, -Inf]"
"[0.7080808080808081, 0.7, 0.8080808080808081, 0.5454545454545454, 7.07070707070707e-5]","[0.1668610198881891, 0.40164033354810114, 0.011949619916013262, 0.02433772716640137, 3.37296333318896e-19]","[-0.00012480583730958736, -0.1942206284294325, -0.42030141095261414, -0.8757685914903783, -Inf]"
"[0.31313131313131315, 0.5181818181818182, 0.23232323232323232, 1.0, 5.252525252525252e-5]","[0.22413721353685695, 0.36417977150400177, 0.06223634966881712, 0.03568129761383818, 9.99046386836826e-17]","[-0.00028477498581782766, -0.1943130817544909, -0.42018504094849507, -0.8756140463206668, -Inf]"
"[0.647979797979798, 0.8909090909090909, 0.6464646464646465, 0.7171717171717171, 3.838383838383838e-5]","[0.17654179303562412, 0.3872382842651663, 0.01950918270153647, 0.024564181835085328, 8.829666875334317e-19]","[-0.0001413681797550058, -0.19425865514307977, -0.4202772705971685, -0.8757360089247579, -Inf]"
"[0.8712121212121212, 0.9363636363636364, 0.8585858585858586, 0.9595959595959596, 9.494949494949495e-5]","[0.16068144936772663, 0.41828532181420613, 0.007212811424604386, 0.025451268280703515, 1.8249057305621332e-19]","[-0.00012874763987357312, -0.19417646072987432, -0.4203162905511056, -0.8757943191677994, -Inf]"
"[0.9914141414141414, 0.18181818181818182, 0.12121212121212122, 0.9696969696969697, 3.131313131313131e-5]","[0.15721835430429273, 0.4350151488702512, 0.0044998022500323375, 0.027420771747601127, 1.2935700656058477e-19]","[-0.0001478684198928305, -0.19413263723863794, -0.4203233057260898, -0.8758111449507653, -Inf]"
"[0.295959595959596, 0.11818181818181818, 0.0, 0.7171717171717171, 3.6363636363636364e-5]","[0.21418071896771312, 0.366307841620917, 0.052458112208126545, 0.03242052066815102, 3.7166196457905675e-17]","[-0.0002520303071391577, -0.19430974866106462, -0.42020004458928023, -0.8756388976894448, -Inf]"
"[0.19292929292929292, 0.2545454545454545, 0.7575757575757576, 0.7777777777777778, 1.717171717171717e-5]","[0.1564676794024358, 0.4403899761279918, 0.003886215739091035, 0.028190617315350264, 1.2006326337747188e-19]","[-0.00015629331388044331, -0.1941187475222099, -0.42032450583969966, -0.8758149495095242, -Inf]"
"[0.6994949494949495, 0.14545454545454545, 0.06060606060606061, 0.98989898989899, 7.777777777777778e-5]","[0.16108429581189548, 0.4168423991259134, 0.007522765851071561, 0.02531612399206603, 1.89945625778024e-19]","[-0.00012771052524558288, -0.1941802750747028, -0.4203153791458211, -0.8757924784260402, -Inf]"
"[0.4762626262626263, 0.18181818181818182, 0.1919191919191919, 0.5050505050505051, 7.575757575757576e-5]","[0.15627060032440665, 0.44198722029531473, 0.0037219543543896335, 0.02843090835200738, 1.1773649920865766e-19]","[-0.00015897282614616117, -0.19411463980842705, -0.4203247895393511, -0.875815942901552, -Inf]"
"[0.647979797979798, 0.36363636363636365, 0.4444444444444444, 0.6060606060606061, 9.09090909090909e-5]","[0.1573957616862754, 0.43387935875586325, 0.004642623128385023, 0.02726597524175366, 1.316568868946808e-19]","[-0.0001462125280682456, -0.19413558521038624, -0.4203229985270447, -0.8758102472383985, -Inf]"
"[0.896969696969697, 0.9272727272727272, 0.7777777777777778, 0.37373737373737376, 8.383838383838384e-5]","[0.1815821162172809, 0.3822844017935574, 0.023570303672459672, 0.02511916855499112, 1.4572039615940422e-18]","[-0.0001539464088167564, -0.19427149609406041, -0.42026513694839795, -0.8757212998691898, -Inf]"
"[0.37323232323232325, 0.1, 0.04040404040404041, 0.5353535353535354, 4.7474747474747476e-5]","[0.15964943082912583, 0.422348306716504, 0.006415508315125165, 0.025864034201598787, 1.6470090264207045e-19]","[-0.00013224751101925151, -0.19416574566447026, -0.4203185565305634, -0.875799150821866, -Inf]"
"[0.25303030303030305, 0.2636363636363636, 0.898989898989899, 0.32323232323232326, 9.595959595959596e-5]","[0.15386220730404285, 0.4864454354018038, 0.0011796822801961571, 0.03702131192972001, 9.275656905407233e-20]","[-0.0002560177360676484, -0.1940042999888251, -0.4203256456818664, -0.8758220971980046, -Inf]"
"[0.4505050505050505, 0.9, 0.6767676767676768, 0.5252525252525253, 4.141414141414142e-5]","[0.20394342347896058, 0.36946396767680356, 0.042872959385317794, 0.02955058651439985, 1.3443595704212692e-17]","[-0.00021962100942547546, -0.19430307639674751, -0.4202178290464593, -0.8756639357656405, -Inf]"
"[0.9313131313131313, 0.6818181818181818, 0.6060606060606061, 0.1717171717171717, 2.121212121212121e-5]","[0.15796387449515642, 0.4305153863820087, 0.005095813958225712, 0.026824336674063396, 1.393013561981359e-19]","[-0.00014158349884469038, -0.19414434166189404, -0.4203219649180534, -0.8758073894934073, -Inf]"
"[0.6565656565656566, 0.7454545454545455, 0.1111111111111111, 0.7070707070707071, 1.616161616161616e-5]","[0.27751514424510926, 0.36193619436989866, 0.12156473571955295, 0.061205735706013634, 2.000752009069859e-14]","[-0.0005206367269397854, -0.19426110190319623, -0.4201372510108359, -0.8754558490828772, -Inf]"
"[0.18434343434343434, 0.38181818181818183, 0.7474747474747475, 0.36363636363636365, 3.7373737373737376e-5]","[0.15486622680904988, 0.45733802264201906, 0.002476273897198098, 0.03099245787397934, 1.0242120403769673e-19]","[-0.0001881981680305318, -0.1940756524410444, -0.4203262341504427, -0.8758225126014303, -Inf]"
"[0.6565656565656566, 0.7454545454545455, 0.24242424242424243, 0.3939393939393939, 5.7575757575757575e-5]","[0.38896476381342904, 0.3815239031273321, 0.2646049115081207, 0.14302149446767076, 1.298066327267585e-9]","[-0.0005755102143879518, -0.19463424031529597, -0.42012292385282624, -0.8749859220481029, -Inf]"
"[1.0, 0.19090909090909092, 0.5151515151515151, 0.7171717171717171, 3.535353535353535e-5]","[0.15507460787451824, 0.45440485304103406, 0.0026741840561691865, 0.030468816603715844, 1.04559319069273e-19]","[-0.00018217707535977878, -0.19408303157470996, -0.420326105438936, -0.8758216557139551, -Inf]"
"[0.17575757575757575, 0.13636363636363635, 0.13131313131313133, 0.9393939393939394, 5.555555555555556e-5]","[0.2222872463387414, 0.36451682047204653, 0.060385845991841804, 0.035040337505541946, 8.313797530032144e-17]","[-0.0002785801294806814, -0.1943126850481877, -0.42018766223083454, -0.875618727771124, -Inf]"
"[0.48484848484848486, 0.7818181818181819, 0.42424242424242425, 0.41414141414141414, 0.0001]","[0.34652270600963225, 0.37148867449484696, 0.20914112478513816, 0.11020626181096849, 1.9003211846525315e-11]","[-0.0006685001207813505, -0.19437412973812013, -0.4201225807832317, -0.8751765581161749, -Inf]"
"[0.22727272727272727, 0.7181818181818181, 0.8484848484848485, 0.9191919191919192, 2.626262626262626e-5]","[0.1659775822999393, 0.4034844564511578, 0.011271471231692684, 0.024405384683046177, 3.089381740362753e-19]","[-0.00012425212638449216, -0.19421572762028644, -0.4203036109329121, -0.8757719732376125, -Inf]"
"[0.8196969696969697, 0.2636363636363636, 0.010101010101010102, 0.4444444444444444, 5.959595959595959e-5]","[0.15657828019756592, 0.43953164552055707, 0.003977735719734565, 0.02806363367643029, 1.2138923611904427e-19]","[-0.00015488551295698419, -0.19412095875779442, -0.42032434036446686, -0.8758143901136711, -Inf]"
